"Date","Filename","App","Country","Date","Active View-eligible impressions","Measurable impressions","% Measurable impressions (%)","Viewable impressions","% Viewable impressions (%)","AdMob Network request RPM (USD)","AdMob Network requests","Clicks","Estimated earnings (USD)","Impressions CTR (%)","Impression RPM (USD)","Impressions","Match rate (%)","Matched requests","Rewarded completes","Show rate (%)"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Morocco","2019-10-16",12,12,"100.00%",9,"75.00%",0,58,0,0,"0.00%",0,12,"100.00%",58,0,"20.69%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Madagascar","2019-10-16",8,8,"100.00%",6,"75.00%",0,36,0,0,"0.00%",0,8,"100.00%",36,0,"22.22%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","North Macedonia","2019-10-16",13,13,"100.00%",13,"100.00%",0,43,0,0,"0.00%",0,13,"100.00%",43,0,"30.23%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mali","2019-10-16",0,0,,0,,0,16,0,0,,,0,"100.00%",16,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Myanmar (Burma)","2019-10-16",30,30,"100.00%",22,"73.33%",0,96,0,0,"0.00%",0,30,"100.00%",96,0,"31.25%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mauritius","2019-10-16",11,11,"100.00%",10,"90.91%",0,74,0,0,"0.00%",0,11,"100.00%",74,0,"14.86%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mexico","2019-10-16",23,23,"100.00%",12,"52.17%",0.03,71,0,0,"0.00%",0.09,23,"100.00%",71,0,"32.39%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Malaysia","2019-10-16",26,26,"100.00%",20,"76.92%",0.01,125,0,0,"0.00%",0.03,26,"100.00%",125,0,"20.80%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mozambique","2019-10-16",2,2,"100.00%",1,"50.00%",0,5,0,0,"0.00%",0,3,"100.00%",5,0,"60.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nigeria","2019-10-16",223,223,"100.00%",173,"77.58%",0.37,1176,3,0.43,"1.34%",1.92,224,"100.00%",1176,0,"19.05%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Oman","2019-10-16",79,79,"100.00%",65,"82.28%",0.01,308,0,0,"0.00%",0.02,79,"100.00%",308,0,"25.65%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Peru","2019-10-16",14,14,"100.00%",12,"85.71%",0,40,0,0,"0.00%",0,15,"100.00%",40,0,"37.50%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","French Polynesia","2019-10-16",16,16,"100.00%",12,"75.00%",0,67,0,0,"0.00%",0,19,"100.00%",67,0,"28.36%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Papua New Guinea","2019-10-16",8,8,"100.00%",4,"50.00%",0,21,0,0,"0.00%",0,8,"95.24%",20,0,"40.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Philippines","2019-10-16",57,57,"100.00%",42,"73.68%",0.01,274,0,0,"0.00%",0.06,57,"100.00%",274,0,"20.80%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Pakistan","2019-10-16",120,120,"100.00%",90,"75.00%",0.02,392,0,0.01,"0.00%",0.05,121,"98.47%",386,0,"31.35%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Poland","2019-10-16",0,0,,0,,0,6,0,0,,,0,"100.00%",6,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Palestine","2019-10-16",8,8,"100.00%",5,"62.50%",0,46,0,0,"0.00%",0,8,"100.00%",46,0,"17.39%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Portugal","2019-10-16",8,8,"100.00%",3,"37.50%",0,20,0,0,"0.00%",0,8,"100.00%",20,0,"40.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Romania","2019-10-16",1,1,"100.00%",1,"100.00%",0,5,0,0,"0.00%",0,1,"100.00%",5,0,"20.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Russia","2019-10-16",10,10,"100.00%",8,"80.00%",0,74,0,0,"0.00%",0,11,"100.00%",74,0,"14.86%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Saudi Arabia","2019-10-16",29,29,"100.00%",16,"55.17%",0,111,0,0,"0.00%",0,29,"100.00%",111,0,"26.13%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Sierra Leone","2019-10-16",4,4,"100.00%",3,"75.00%",0.61,4,1,0,"25.00%",0.61,4,"100.00%",4,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Senegal","2019-10-16",5,5,"100.00%",5,"100.00%",0.05,24,0,0,"0.00%",0.24,5,"100.00%",24,0,"20.83%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Somalia","2019-10-16",12,12,"100.00%",9,"75.00%",1.46,28,1,0.04,"8.33%",3.4,12,"100.00%",28,0,"42.86%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Eswatini","2019-10-16",3,3,"100.00%",3,"100.00%",0,37,0,0,"0.00%",0,3,"83.78%",31,0,"9.68%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Togo","2019-10-16",2,2,"100.00%",2,"100.00%",0,4,0,0,"0.00%",0,2,"100.00%",4,0,"50.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Thailand","2019-10-16",185,185,"100.00%",115,"62.16%",2.14,787,5,1.69,"2.69%",9.07,186,"100.00%",787,0,"23.63%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Tajikistan","2019-10-16",7,7,"100.00%",2,"28.57%",0,22,0,0,"0.00%",0,7,"100.00%",22,0,"31.82%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Tunisia","2019-10-16",11,11,"100.00%",8,"72.73%",0,54,0,0,"0.00%",0,11,"100.00%",54,0,"20.37%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Turkey","2019-10-16",402,402,"100.00%",297,"73.88%",0.18,1238,3,0.22,"0.74%",0.54,405,"100.00%",1238,0,"32.71%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Trinidad & Tobago","2019-10-16",18,18,"100.00%",13,"72.22%",0,78,0,0,"0.00%",0,18,"100.00%",78,0,"23.08%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Taiwan","2019-10-16",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Tanzania","2019-10-16",12,12,"100.00%",12,"100.00%",0,166,0,0,"0.00%",0,12,"93.37%",155,0,"7.74%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ukraine","2019-10-16",19,19,"100.00%",6,"31.58%",0,89,0,0,"0.00%",0,19,"100.00%",89,0,"21.35%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","United States","2019-10-16",1,1,"100.00%",1,"100.00%",0,19,0,0,"0.00%",0,1,"100.00%",19,0,"5.26%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Uzbekistan","2019-10-16",16,16,"100.00%",10,"62.50%",2.63,53,2,0.14,"12.50%",8.71,16,"100.00%",53,0,"30.19%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Vietnam","2019-10-16",24,24,"100.00%",11,"45.83%",0.01,90,0,0,"0.00%",0.05,24,"100.00%",90,0,"26.67%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","South Africa","2019-10-16",15,15,"100.00%",13,"86.67%",0.03,71,0,0,"0.00%",0.15,16,"100.00%",71,0,"22.54%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Zambia","2019-10-16",10,10,"100.00%",6,"60.00%",0,83,0,0,"0.00%",0,10,"100.00%",83,0,"12.05%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Unknown Region","2019-10-16",0,0,,0,,0,105,0,0,,,0,"0.00%",0,0,
2019-10-19,"admob-report.csv","Old School Automatic Savings","United Arab Emirates","2019-10-17",16,16,"100.00%",11,"68.75%",0.01,78,1,0,"6.25%",0.07,16,"100.00%",78,0,"20.51%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Afghanistan","2019-10-17",8,8,"100.00%",8,"100.00%",0,33,0,0,"0.00%",0,8,"100.00%",33,0,"24.24%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Angola","2019-10-17",1,1,"100.00%",1,"100.00%",0,4,0,0,"0.00%",0,1,"100.00%",4,0,"25.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Argentina","2019-10-17",9,9,"100.00%",5,"55.56%",0.05,43,1,0,"11.11%",0.26,9,"100.00%",43,0,"20.93%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Austria","2019-10-17",13,13,"100.00%",12,"92.31%",0.01,40,0,0,"0.00%",0.02,13,"100.00%",40,0,"32.50%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Australia","2019-10-17",13,13,"100.00%",12,"92.31%",0,63,0,0,"0.00%",0,14,"100.00%",63,0,"22.22%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Azerbaijan","2019-10-17",2,2,"100.00%",2,"100.00%",19.97,2,1,0.04,"50.00%",19.97,2,"100.00%",2,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bangladesh","2019-10-17",153,153,"100.00%",109,"71.24%",0.02,745,2,0.01,"1.31%",0.08,153,"99.87%",744,0,"20.56%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Burkina Faso","2019-10-17",13,13,"100.00%",12,"92.31%",0.88,40,1,0.04,"7.69%",2.71,13,"100.00%",40,0,"32.50%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bahrain","2019-10-17",9,9,"100.00%",5,"55.56%",0,21,0,0,"0.00%",0,9,"100.00%",21,0,"42.86%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Benin","2019-10-17",45,45,"100.00%",25,"55.56%",0.22,227,2,0.05,"4.44%",1.1,45,"100.00%",227,0,"19.82%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bolivia","2019-10-17",3,3,"100.00%",3,"100.00%",0,23,0,0,"0.00%",0,3,"100.00%",23,0,"13.04%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Brazil","2019-10-17",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bahamas","2019-10-17",7,7,"100.00%",2,"28.57%",0,19,0,0,"0.00%",0,7,"100.00%",19,0,"36.84%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Botswana","2019-10-17",16,16,"100.00%",13,"81.25%",0,36,0,0,"0.00%",0,16,"100.00%",36,0,"44.44%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Belarus","2019-10-17",9,9,"100.00%",6,"66.67%",0,85,0,0,"0.00%",0.04,9,"100.00%",85,0,"10.59%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Canada","2019-10-17",2,2,"100.00%",2,"100.00%",0,20,0,0,"0.00%",0,2,"100.00%",20,0,"10.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Congo - Brazzaville","2019-10-17",31,31,"100.00%",26,"83.87%",0.03,154,0,0,"0.00%",0.15,31,"59.74%",92,0,"33.70%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Côte d’Ivoire","2019-10-17",60,60,"100.00%",41,"68.33%",0,203,0,0,"0.00%",0,60,"100.00%",203,0,"29.56%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cameroon","2019-10-17",58,58,"100.00%",26,"44.83%",0.23,159,1,0.04,"1.69%",0.62,59,"100.00%",159,0,"37.11%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Colombia","2019-10-17",4,4,"100.00%",4,"100.00%",0.02,23,0,0,"0.00%",0.1,4,"100.00%",23,0,"17.39%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cuba","2019-10-17",29,29,"100.00%",22,"75.86%",0,88,0,0,"0.00%",0,29,"76.14%",67,0,"43.28%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Czechia","2019-10-17",6,6,"100.00%",6,"100.00%",0,20,0,0,"0.00%",0,6,"100.00%",20,0,"30.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Germany","2019-10-17",8,8,"100.00%",3,"37.50%",0.06,22,0,0,"0.00%",0.17,8,"100.00%",22,0,"36.36%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Djibouti","2019-10-17",16,16,"100.00%",13,"81.25%",0.71,82,3,0.06,"18.75%",3.65,16,"100.00%",82,0,"19.51%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Dominican Republic","2019-10-17",13,13,"100.00%",8,"61.54%",0,45,0,0,"0.00%",0,13,"100.00%",45,0,"28.89%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Algeria","2019-10-17",37,37,"100.00%",33,"89.19%",0.03,212,0,0.01,"0.00%",0.16,38,"100.00%",212,0,"17.92%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ecuador","2019-10-17",21,21,"100.00%",11,"52.38%",0,92,0,0,"0.00%",0,22,"100.00%",92,0,"23.91%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Egypt","2019-10-17",33,33,"100.00%",28,"84.85%",0.03,114,0,0,"0.00%",0.11,33,"100.00%",114,0,"28.95%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ethiopia","2019-10-17",7,7,"100.00%",7,"100.00%",0,29,0,0,"0.00%",0.02,7,"100.00%",29,0,"24.14%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","France","2019-10-17",0,0,,0,,0,1,0,0,,,0,"100.00%",1,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","United Kingdom","2019-10-17",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Georgia","2019-10-17",8,8,"100.00%",6,"75.00%",0,24,0,0,"0.00%",0,9,"100.00%",24,0,"37.50%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ghana","2019-10-17",61,61,"100.00%",42,"68.85%",0.02,184,0,0,"0.00%",0.07,62,"100.00%",184,0,"33.70%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Guadeloupe","2019-10-17",0,0,,0,,0,16,0,0,,,0,"100.00%",16,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Guam","2019-10-17",1,1,"100.00%",1,"100.00%",0,16,0,0,"0.00%",0,1,"100.00%",16,0,"6.25%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Guinea-Bissau","2019-10-17",15,15,"100.00%",14,"93.33%",0.26,76,1,0.02,"6.67%",1.3,15,"100.00%",76,0,"19.74%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Honduras","2019-10-17",6,6,"100.00%",3,"50.00%",0.02,44,0,0,"0.00%",0.12,6,"100.00%",44,0,"13.64%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Haiti","2019-10-17",6,6,"100.00%",4,"66.67%",0,32,0,0,"0.00%",0,6,"100.00%",32,0,"18.75%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Indonesia","2019-10-17",294,294,"100.00%",199,"67.69%",0.59,1483,8,0.88,"2.69%",2.96,297,"100.00%",1483,0,"20.03%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","India","2019-10-17",698,698,"100.00%",528,"75.64%",0.35,3623,12,1.26,"1.69%",1.78,708,"99.92%",3620,0,"19.56%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Iraq","2019-10-17",69,69,"100.00%",53,"76.81%",1.21,271,4,0.33,"5.80%",4.73,69,"100.00%",271,0,"25.46%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Italy","2019-10-17",26,26,"100.00%",16,"61.54%",0,94,0,0,"0.00%",0.02,26,"100.00%",94,0,"27.66%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Jamaica","2019-10-17",5,5,"100.00%",4,"80.00%",0,24,0,0,"0.00%",0,5,"100.00%",24,0,"20.83%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kenya","2019-10-17",105,105,"100.00%",72,"68.57%",0.05,392,0,0.02,"0.00%",0.2,105,"100.00%",392,0,"26.79%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kyrgyzstan","2019-10-17",4,4,"100.00%",1,"25.00%",0,35,0,0,"0.00%",0,4,"100.00%",35,0,"11.43%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Cambodia","2019-10-17",16,16,"100.00%",12,"75.00%",0,41,0,0,"0.00%",0,17,"100.00%",41,0,"41.46%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","South Korea","2019-10-17",43,43,"100.00%",23,"53.49%",0.01,127,0,0,"0.00%",0.03,44,"100.00%",127,0,"34.65%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Kazakhstan","2019-10-17",0,0,,0,,0,32,0,0,,,0,"100.00%",32,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Lebanon","2019-10-17",5,5,"100.00%",4,"80.00%",0,25,0,0,"0.00%",0,5,"100.00%",25,0,"20.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Sri Lanka","2019-10-17",14,14,"100.00%",13,"92.86%",0,94,0,0,"0.00%",0,14,"100.00%",94,0,"14.89%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Liberia","2019-10-17",0,0,,0,,0,24,0,0,,,0,"45.83%",11,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Libya","2019-10-17",11,11,"100.00%",8,"72.73%",0,83,0,0,"0.00%",0,11,"55.42%",46,0,"23.91%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Morocco","2019-10-17",62,62,"100.00%",48,"77.42%",0.12,209,1,0.03,"1.61%",0.41,62,"100.00%",209,0,"29.67%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Moldova","2019-10-17",7,7,"100.00%",5,"71.43%",0,44,0,0,"0.00%",0,7,"100.00%",44,0,"15.91%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mali","2019-10-17",18,18,"100.00%",15,"83.33%",0,61,0,0,"0.00%",0,18,"100.00%",61,0,"29.51%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Myanmar (Burma)","2019-10-17",116,116,"100.00%",77,"66.38%",0.05,499,1,0.03,"0.85%",0.23,117,"100.00%",499,0,"23.45%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mongolia","2019-10-17",39,39,"100.00%",30,"76.92%",0,165,0,0,"0.00%",0,40,"100.00%",165,0,"24.24%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Martinique","2019-10-17",3,3,"100.00%",3,"100.00%",0,22,0,0,"0.00%",0,3,"100.00%",22,0,"13.64%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mexico","2019-10-17",55,55,"100.00%",32,"58.18%",0,163,0,0,"0.00%",0,56,"100.00%",163,0,"34.36%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Malaysia","2019-10-17",163,163,"100.00%",98,"60.12%",0.16,724,1,0.11,"0.60%",0.68,166,"100.00%",724,0,"22.93%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Mozambique","2019-10-17",8,8,"100.00%",8,"100.00%",0,35,0,0,"0.00%",0,8,"97.14%",34,0,"23.53%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Namibia","2019-10-17",18,18,"100.00%",16,"88.89%",0,61,0,0,"0.00%",0,18,"100.00%",61,0,"29.51%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nigeria","2019-10-17",336,336,"100.00%",237,"70.54%",0.48,1327,6,0.63,"1.76%",1.86,340,"100.00%",1327,0,"25.62%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Netherlands","2019-10-17",13,13,"100.00%",6,"46.15%",0,30,0,0,"0.00%",0,13,"100.00%",30,0,"43.33%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Nepal","2019-10-17",81,81,"100.00%",63,"77.78%",0.02,487,1,0.01,"1.20%",0.11,83,"100.00%",487,0,"17.04%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Oman","2019-10-17",14,14,"100.00%",12,"85.71%",0,88,0,0,"0.00%",0,14,"100.00%",88,0,"15.91%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Papua New Guinea","2019-10-17",3,3,"100.00%",3,"100.00%",1.38,22,1,0.03,"33.33%",10.11,3,"100.00%",22,0,"13.64%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Philippines","2019-10-17",59,59,"100.00%",36,"61.02%",0.01,287,0,0,"0.00%",0.03,61,"100.00%",287,0,"21.25%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Pakistan","2019-10-17",223,223,"100.00%",186,"83.41%",0.12,1123,2,0.13,"0.88%",0.57,226,"100.00%",1123,0,"20.12%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Poland","2019-10-17",11,11,"100.00%",5,"45.45%",0,41,0,0,"0.00%",0,11,"100.00%",41,0,"26.83%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Portugal","2019-10-17",16,16,"100.00%",7,"43.75%",0.03,47,0,0,"0.00%",0.09,16,"100.00%",47,0,"34.04%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Qatar","2019-10-17",36,36,"100.00%",24,"66.67%",0,144,0,0,"0.00%",0,37,"100.00%",144,0,"25.69%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Serbia","2019-10-17",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Russia","2019-10-17",36,36,"100.00%",27,"75.00%",0.75,131,1,0.1,"2.70%",2.66,37,"100.00%",131,0,"28.24%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Rwanda","2019-10-17",7,7,"100.00%",7,"100.00%",0,33,0,0,"0.00%",0,7,"100.00%",33,0,"21.21%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Saudi Arabia","2019-10-17",3,3,"100.00%",3,"100.00%",0,11,0,0,"0.00%",0,3,"100.00%",11,0,"27.27%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Seychelles","2019-10-17",6,6,"100.00%",4,"66.67%",0,21,0,0,"0.00%",0,7,"100.00%",21,0,"33.33%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Slovakia","2019-10-17",3,3,"100.00%",3,"100.00%",0,23,0,0,"0.00%",0,3,"100.00%",23,0,"13.04%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Sierra Leone","2019-10-17",20,20,"100.00%",16,"80.00%",0,58,0,0,"0.00%",0,20,"100.00%",58,0,"34.48%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Senegal","2019-10-17",12,12,"100.00%",11,"91.67%",0,29,0,0,"0.00%",0,12,"100.00%",29,0,"41.38%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Somalia","2019-10-17",131,131,"100.00%",92,"70.23%",0.04,481,2,0.02,"1.53%",0.15,131,"79.63%",383,0,"34.20%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Eswatini","2019-10-17",4,4,"100.00%",3,"75.00%",0,21,0,0,"0.00%",0,4,"100.00%",21,0,"19.05%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Togo","2019-10-17",16,16,"100.00%",9,"56.25%",0,81,0,0,"0.00%",0,16,"100.00%",81,0,"19.75%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Thailand","2019-10-17",359,359,"100.00%",253,"70.47%",1.75,1025,11,1.8,"3.01%",4.92,365,"100.00%",1025,0,"35.61%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Tunisia","2019-10-17",10,10,"100.00%",8,"80.00%",0,44,0,0,"0.00%",0,10,"100.00%",44,0,"22.73%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Turkey","2019-10-17",121,121,"100.00%",77,"63.64%",0.06,438,3,0.03,"2.44%",0.21,123,"100.00%",438,0,"28.08%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Taiwan","2019-10-17",3,3,"100.00%",3,"100.00%",0,39,0,0,"0.00%",0,3,"100.00%",39,0,"7.69%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Tanzania","2019-10-17",5,5,"100.00%",4,"80.00%",0,52,0,0,"0.00%",0,5,"100.00%",52,0,"9.62%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Ukraine","2019-10-17",36,36,"100.00%",24,"66.67%",0,176,0,0,"0.00%",0,36,"100.00%",176,0,"20.45%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Uganda","2019-10-17",6,6,"100.00%",5,"83.33%",0,42,0,0,"0.00%",0,6,"100.00%",42,0,"14.29%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","United States","2019-10-17",31,31,"100.00%",6,"19.35%",6.67,51,1,0.34,"3.23%",10.97,31,"100.00%",51,0,"60.78%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Uruguay","2019-10-17",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Uzbekistan","2019-10-17",2,2,"100.00%",2,"100.00%",0,19,0,0,"0.00%",0,2,"100.00%",19,0,"10.53%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Venezuela","2019-10-17",0,0,,0,,0,17,0,0,,,0,"100.00%",17,0,"0.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Vietnam","2019-10-17",1,1,"100.00%",1,"100.00%",0,1,0,0,"0.00%",0,1,"100.00%",1,0,"100.00%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Yemen","2019-10-17",43,43,"100.00%",36,"83.72%",0,248,0,0,"0.00%",0,43,"100.00%",248,0,"17.34%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","South Africa","2019-10-17",30,30,"100.00%",20,"66.67%",0.01,237,0,0,"0.00%",0.09,30,"100.00%",237,0,"12.66%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Zambia","2019-10-17",8,8,"100.00%",8,"100.00%",1.71,36,1,0.06,"12.50%",7.67,8,"100.00%",36,0,"22.22%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Unknown Region","2019-10-17",22,22,"100.00%",19,"86.36%",0.12,375,1,0.05,"4.55%",2.11,22,"27.20%",102,0,"21.57%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Albania","2019-10-18",7,7,"100.00%",4,"57.14%",0,60,0,0,"0.00%",0,7,"100.00%",60,0,"11.67%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Armenia","2019-10-18",28,28,"100.00%",20,"71.43%",0.32,91,1,0.03,"3.57%",1.04,28,"100.00%",91,0,"30.77%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Angola","2019-10-18",23,23,"100.00%",22,"95.65%",0.02,103,0,0,"0.00%",0.08,23,"100.00%",103,0,"22.33%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Argentina","2019-10-18",25,25,"100.00%",17,"68.00%",0,53,0,0,"0.00%",0,26,"100.00%",53,0,"49.06%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Azerbaijan","2019-10-18",1,1,"100.00%",1,"100.00%",0,35,0,0,"0.00%",0,1,"100.00%",35,0,"2.86%"
2019-10-19,"admob-report.csv","Old School Automatic Savings","Bangladesh","2019-10-18",189,189,"100.00%",159,"84.13%",0.17,926,7,0.16,"3.65%",0.81,192,"99.89%",925,0,"20.76%"
